GEOID,Geographic Area Name,Population
0500000US55127,"Walworth County, Wisconsin",106478
0500000US55129,"Washburn County, Wisconsin",16623
0500000US55131,"Washington County, Wisconsin",136761
0500000US55133,"Waukesha County, Wisconsin",406978
0500000US55135,"Waupaca County, Wisconsin",51812
0500000US55137,"Waushara County, Wisconsin",24520
0500000US55139,"Winnebago County, Wisconsin",171730
0500000US55141,"Wood County, Wisconsin",74207
0500000US56001,"Albany County, Wyoming",37066
0500000US56003,"Big Horn County, Wyoming",11521
0500000US56005,"Campbell County, Wyoming",47026
0500000US56007,"Carbon County, Wyoming",14537
0500000US56009,"Converse County, Wyoming",13751
0500000US56011,"Crook County, Wyoming",7181
0500000US56013,"Fremont County, Wyoming",39234
0500000US56015,"Goshen County, Wyoming",12498
0500000US56017,"Hot Springs County, Wyoming",4621
0500000US56019,"Johnson County, Wyoming",8447
0500000US56021,"Laramie County, Wyoming",100512
0500000US56023,"Lincoln County, Wyoming",19581
0500000US56025,"Natrona County, Wyoming",79955
0500000US56027,"Niobrara County, Wyoming",2467
0500000US56029,"Park County, Wyoming",29624
0500000US56031,"Platte County, Wyoming",8605
0500000US56033,"Sheridan County, Wyoming",30921
0500000US56035,"Sublette County, Wyoming",8728
0500000US56037,"Sweetwater County, Wyoming",42272
0500000US56039,"Teton County, Wyoming",23331
0500000US56041,"Uinta County, Wyoming",20450
0500000US56043,"Washakie County, Wyoming",7685
0500000US56045,"Weston County, Wyoming",6838
0500000US72001,"Adjuntas Municipio, Puerto Rico",18020
0500000US72003,"Aguada Municipio, Puerto Rico",38136
0500000US72005,"Aguadilla Municipio, Puerto Rico",55101
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",24223
0500000US72009,"Aibonito Municipio, Puerto Rico",24637
0500000US72011,"Añasco Municipio, Puerto Rico",25596
0500000US72013,"Arecibo Municipio, Puerto Rico",87754
0500000US72015,"Arroyo Municipio, Puerto Rico",15843
0500000US72017,"Barceloneta Municipio, Puerto Rico",22657
0500000US72019,"Barranquitas Municipio, Puerto Rico",28983
0500000US72021,"Bayamón Municipio, Puerto Rico",185187
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",47158
0500000US72025,"Caguas Municipio, Puerto Rico",127244
0500000US72027,"Camuy Municipio, Puerto Rico",32827
0500000US72029,"Canóvanas Municipio, Puerto Rico",42337
0500000US72031,"Carolina Municipio, Puerto Rico",154815
0500000US72033,"Cataño Municipio, Puerto Rico",23155
0500000US72035,"Cayey Municipio, Puerto Rico",41652
0500000US72037,"Ceiba Municipio, Puerto Rico",11307
0500000US72039,"Ciales Municipio, Puerto Rico",16984
0500000US72041,"Cidra Municipio, Puerto Rico",39970
0500000US72043,"Coamo Municipio, Puerto Rico",34668
0500000US72045,"Comerío Municipio, Puerto Rico",18883
0500000US72047,"Corozal Municipio, Puerto Rico",34571
0500000US72049,"Culebra Municipio, Puerto Rico",1792
0500000US72051,"Dorado Municipio, Puerto Rico",35879
0500000US72053,"Fajardo Municipio, Puerto Rico",32124
0500000US72054,"Florida Municipio, Puerto Rico",11692
0500000US72055,"Guánica Municipio, Puerto Rico",13787
0500000US72057,"Guayama Municipio, Puerto Rico",36614
0500000US72059,"Guayanilla Municipio, Puerto Rico",17784
0500000US72061,"Guaynabo Municipio, Puerto Rico",89780
0500000US72063,"Gurabo Municipio, Puerto Rico",40622
0500000US72065,"Hatillo Municipio, Puerto Rico",38486
0500000US72067,"Hormigueros Municipio, Puerto Rico",15654
0500000US72069,"Humacao Municipio, Puerto Rico",50896
0500000US72071,"Isabela Municipio, Puerto Rico",42943
0500000US72073,"Jayuya Municipio, Puerto Rico",14779
0500000US72075,"Juana Díaz Municipio, Puerto Rico",46538
0500000US72077,"Juncos Municipio, Puerto Rico",37012
0500000US72079,"Lajas Municipio, Puerto Rico",23334
0500000US72081,"Lares Municipio, Puerto Rico",28105
0500000US72083,"Las Marías Municipio, Puerto Rico",8874
0500000US72085,"Las Piedras Municipio, Puerto Rico",35180
0500000US72087,"Loíza Municipio, Puerto Rico",23693
0500000US72089,"Luquillo Municipio, Puerto Rico",17781
0500000US72091,"Manatí Municipio, Puerto Rico",39492
0500000US72093,"Maricao Municipio, Puerto Rico",4755
0500000US72095,"Maunabo Municipio, Puerto Rico",10589
0500000US72097,"Mayagüez Municipio, Puerto Rico",73077
0500000US72099,"Moca Municipio, Puerto Rico",37460
0500000US72101,"Morovis Municipio, Puerto Rico",28727
0500000US72103,"Naguabo Municipio, Puerto Rico",23386
0500000US72105,"Naranjito Municipio, Puerto Rico",29241
0500000US72107,"Orocovis Municipio, Puerto Rico",21434
0500000US72109,"Patillas Municipio, Puerto Rico",15985
0500000US72111,"Peñuelas Municipio, Puerto Rico",20399
0500000US72113,"Ponce Municipio, Puerto Rico",137491
0500000US72115,"Quebradillas Municipio, Puerto Rico",23638
0500000US72117,"Rincón Municipio, Puerto Rico",15187
0500000US72119,"Río Grande Municipio, Puerto Rico",47060
0500000US72121,"Sabana Grande Municipio, Puerto Rico",22729
0500000US72123,"Salinas Municipio, Puerto Rico",25789
0500000US72125,"San Germán Municipio, Puerto Rico",31879
0500000US72127,"San Juan Municipio, Puerto Rico",342259
0500000US72129,"San Lorenzo Municipio, Puerto Rico",37693
0500000US72131,"San Sebastián Municipio, Puerto Rico",39345
0500000US72133,"Santa Isabel Municipio, Puerto Rico",20281
0500000US72135,"Toa Alta Municipio, Puerto Rico",66852
0500000US72137,"Toa Baja Municipio, Puerto Rico",75293
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",67740
0500000US72141,"Utuado Municipio, Puerto Rico",28287
0500000US72143,"Vega Alta Municipio, Puerto Rico",35395
0500000US72145,"Vega Baja Municipio, Puerto Rico",54414
0500000US72147,"Vieques Municipio, Puerto Rico",8249
0500000US72149,"Villalba Municipio, Puerto Rico",22093
0500000US72151,"Yabucoa Municipio, Puerto Rico",30426
0500000US72153,"Yauco Municipio, Puerto Rico",34172
